status,gene_symbol,gene_name,ensembl_id,chromosome,genetic_category,gene_score,syndromic,eagle,number_of_reports,dmel_gene_id,dmel_gene_symbol,human_gene_hgnc_id,human_gene_symbol,diopt_score
9,EFR3A,EFR3 homolog A (S. cerevisiae),ENSG00000132294,8,Rare Single Gene Mutation,2,0,NA,6,FBgn0086784,stmA,HGNC:28970,EFR3A,12
9,EGR3,early growth response 3,ENSG00000179388,8,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,EHMT1,Euchromatic histone-lysine N-methyltransferase 1,ENSG00000181090,9,"Rare Single Gene Mutation, Syndromic, Functional",1,1,13.5,33,FBgn0040372,G9a,HGNC:24650,EHMT1,10
9,EIF3G,eukaryotic translation initiation factor 3 subunit G,ENSG00000130811,19,Rare Single Gene Mutation,1,0,1.5,4,FBgn0029629,eIF3g1,HGNC:3274,EIF3G,13
9,EIF3G,eukaryotic translation initiation factor 3 subunit G,ENSG00000130811,19,Rare Single Gene Mutation,1,0,1.5,4,FBgn0038796,eIF3g2,HGNC:3274,EIF3G,14
9,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,4,"Rare Single Gene Mutation, Genetic Association",2,0,3.6,12,FBgn0040368,eIF4E7,HGNC:3287,EIF4E,12
9,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,4,"Rare Single Gene Mutation, Genetic Association",2,0,3.6,12,FBgn0015218,eIF4E1,HGNC:3287,EIF4E,15
9,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,4,"Rare Single Gene Mutation, Genetic Association",2,0,3.6,12,FBgn0035823,eIF4E5,HGNC:3287,EIF4E,12
9,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,4,"Rare Single Gene Mutation, Genetic Association",2,0,3.6,12,FBgn0035709,eIF4E4,HGNC:3287,EIF4E,15
9,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,4,"Rare Single Gene Mutation, Genetic Association",2,0,3.6,12,FBgn0265089,eIF4E3,HGNC:3287,EIF4E,12
9,EIF4G1,eukaryotic translation initiation factor 4 gamma 1,ENSG00000114867,3,"Rare Single Gene Mutation, Functional",3,0,NA,3,FBgn0023213,eIF4G1,HGNC:3296,EIF4G1,10
9,ELAVL2,ELAV like neuron-specific RNA binding protein 2,ENSG00000107105,9,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,6,FBgn0010263,Rbp9,HGNC:3313,ELAVL2,10
9,ELAVL2,ELAV like neuron-specific RNA binding protein 2,ENSG00000107105,9,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,6,FBgn0086675,fne,HGNC:3313,ELAVL2,14
9,ELAVL3,ELAV like neuron-specific RNA binding protein 3,ENSG00000196361,19,Rare Single Gene Mutation,1,0,1,5,FBgn0010263,Rbp9,HGNC:3314,ELAVL3,10
9,ELAVL3,ELAV like neuron-specific RNA binding protein 3,ENSG00000196361,19,Rare Single Gene Mutation,1,0,1,5,FBgn0086675,fne,HGNC:3314,ELAVL3,12
9,ELOVL2,ELOVL fatty acid elongase 2,ENSG00000197977,6,Genetic Association,2,0,NA,1,NA,NA,NA,NA,NA
9,ELP2,elongator acetyltransferase complex subunit 2,ENSG00000134759,18,Syndromic,2,1,NA,6,FBgn0033540,Elp2,HGNC:18248,ELP2,14
9,ELP4,Elongator acetyltransferase complex subunit 4,ENSG00000109911,11,"Rare Single Gene Mutation, Genetic Association",2,0,NA,7,FBgn0031711,CG6907,HGNC:1171,ELP4,14
9,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",ENSG00000158636,11,"Rare Single Gene Mutation, Functional",2,0,NA,4,FBgn0031377,CG15356,HGNC:18071,EMSY,10
9,EN2,engrailed homolog 2,ENSG00000164778,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,25,FBgn0000577,en,HGNC:3343,EN2,9
9,EN2,engrailed homolog 2,ENSG00000164778,7,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,25,FBgn0001269,inv,HGNC:3343,EN2,10
9,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,ENSG00000197594,6,Rare Single Gene Mutation,3,0,NA,4,NA,NA,NA,NA,NA
9,EP300,E1A binding protein p300,ENSG00000100393,22,"Rare Single Gene Mutation, Syndromic",1,1,NA,20,FBgn0261617,nej,HGNC:3373,EP300,12
9,EP400,E1A binding protein p400,ENSG00000183495,12,Rare Single Gene Mutation,2,0,NA,7,FBgn0020306,dom,HGNC:11958,EP400,8
9,EPC2,Enhancer of polycomb homolog 2 (Drosophila),ENSG00000135999,2,Rare Single Gene Mutation,2,0,NA,5,FBgn0000581,E(Pc),HGNC:24543,EPC2,11
9,EPHA1,EPH receptor A1,ENSG00000146904,7,Rare Single Gene Mutation,2,0,NA,6,NA,NA,NA,NA,NA
9,EPHB1,EPH receptor B1,ENSG00000154928,3,Rare Single Gene Mutation,3,0,NA,9,FBgn0025936,Eph,HGNC:3392,EPHB1,14
9,EPHB2,EPH receptor B2,ENSG00000133216,1,Rare Single Gene Mutation,2,0,NA,7,FBgn0025936,Eph,HGNC:3393,EPHB2,13
9,EPPK1,epiplakin 1,ENSG00000261150,8,Rare Single Gene Mutation,2,0,NA,6,NA,NA,NA,NA,NA
9,ERBIN,erbb2 interacting protein,ENSG00000112851,5,Rare Single Gene Mutation,2,0,NA,7,FBgn0033984,Lap1,HGNC:15842,ERBIN,10
9,ERG,"ERG, ETS transcription factor",ENSG00000157554,21,Genetic Association,2,0,NA,1,NA,NA,NA,NA,NA
9,ERMN,ermin,ENSG00000136541,2,Rare Single Gene Mutation,2,0,NA,1,NA,NA,NA,NA,NA
9,ESR2,estrogen receptor 2 (ER beta),ENSG00000140009,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,NA,9,NA,NA,NA,NA,NA
9,ESRRB,estrogen-related receptor beta,ENSG00000119715,14,"Rare Single Gene Mutation, Genetic Association",2,0,NA,8,FBgn0035849,ERR,HGNC:3473,ESRRB,12
9,ETFB,"Electron-transfer-flavoprotein, beta polypeptide",ENSG00000105379,19,Rare Single Gene Mutation,2,0,NA,4,FBgn0039697,CG7834,HGNC:3482,ETFB,12
9,EXOC3,exocyst complex component 3,ENSG00000180104,5,Rare Single Gene Mutation,2,0,NA,2,FBgn0266671,Sec6,HGNC:30378,EXOC3,14
9,EXOC5,exocyst complex component 5,ENSG00000070367,14,Rare Single Gene Mutation,2,0,NA,2,FBgn0266673,Sec10,HGNC:10696,EXOC5,12
9,EXOC6,exocyst complex component 6,ENSG00000138190,10,Rare Single Gene Mutation,2,0,NA,2,FBgn0266674,Sec15,HGNC:23196,EXOC6,13
9,EXOC6B,exocyst complex component 6B,ENSG00000144036,2,Rare Single Gene Mutation,2,0,NA,4,FBgn0266674,Sec15,HGNC:17085,EXOC6B,14
9,EXT1,Exostosin 1,ENSG00000182197,8,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0265974,ttv,HGNC:3512,EXT1,15
9,FABP4,fatty acid binding protein 4,ENSG00000170323,8,Rare Single Gene Mutation,3,0,NA,2,FBgn0037913,fabp,HGNC:3559,FABP4,9
9,FABP5,fatty acid binding protein 5 (psoriasis-associated),ENSG00000164687,8,"Rare Single Gene Mutation, Functional",2,0,NA,7,FBgn0037913,fabp,HGNC:3560,FABP5,9
9,FAM47A,family with sequence similarity 47 member A,ENSG00000185448,X,Rare Single Gene Mutation,2,0,NA,1,NA,NA,NA,NA,NA
9,FAM98C,family with sequence similarity 98 member C,ENSG00000130244,19,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,FAN1,FANCD2/FANCI-associated nuclease 1,ENSG00000198690,15,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,3,NA,NA,NA,NA,NA
9,FAT1,FAT atypical cadherin 1,ENSG00000083857,4,"Rare Single Gene Mutation, Functional",2,0,NA,9,FBgn0261574,kug,HGNC:3595,FAT1,12
9,FBN1,Fibrillin 1,ENSG00000166147,15,Rare Single Gene Mutation,2,0,NA,12,NA,NA,NA,NA,NA
9,FBRSL1,fibrosin like 1,ENSG00000112787,12,Syndromic,NA,1,NA,1,NA,NA,NA,NA,NA
9,FBXO11,F-box protein 11,ENSG00000138081,2,"Rare Single Gene Mutation, Syndromic",2,1,NA,9,FBgn0037760,FBXO11,HGNC:13590,FBXO11,12
9,FBXO33,F-box protein 33,ENSG00000165355,14,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,FBgn0035959,CG4911,HGNC:19833,FBXO33,13
9,FBXO40,F-box protein 40,ENSG00000163833,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,NA,NA,NA,NA,NA
9,FCRL6,Fc receptor like 6,ENSG00000181036,1,Rare Single Gene Mutation,2,0,NA,4,NA,NA,NA,NA,NA
9,FEZF2,FEZ family zinc finger 2,ENSG00000153266,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,9,NA,NA,NA,NA,NA
9,FGA,Fibrinogen alpha chain,ENSG00000171560,4,"Rare Single Gene Mutation, Genetic Association",2,0,NA,3,NA,NA,NA,NA,NA
9,FGF13,fibroblast growth factor 13,ENSG00000129682,X,Syndromic,3,1,NA,2,NA,NA,NA,NA,NA
9,FGF14,fibroblast growth factor 14,ENSG00000102466,13,Rare Single Gene Mutation,3,0,NA,1,NA,NA,NA,NA,NA
9,FGFR1,fibroblast growth factor receptor 1,ENSG00000077782,8,Genetic Association,2,0,NA,1,FBgn0010389,htl,HGNC:3688,FGFR1,12
9,FGFR1,fibroblast growth factor receptor 1,ENSG00000077782,8,Genetic Association,2,0,NA,1,FBgn0285896,btl,HGNC:3688,FGFR1,12
9,FHIT,fragile histidine triad gene,ENSG00000189283,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,12,NA,NA,NA,NA,NA
9,FMR1,fragile X mental retardation 1,ENSG00000102081,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,NA,48,FBgn0028734,Fmr1,HGNC:3775,FMR1,13
9,FOXG1,Forkhead box G1,ENSG00000176165,14,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,5.7,49,FBgn0004567,slp2,HGNC:3811,FOXG1,10
9,FOXP1,forkhead box P1,ENSG00000114861,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,60.45,62,FBgn0262477,FoxP,HGNC:3823,FOXP1,9
9,FOXP2,forkhead box P2,ENSG00000128573,7,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,NA,50,FBgn0262477,FoxP,HGNC:13875,FOXP2,9
9,FRG1,FSHD region gene 1,ENSG00000109536,4,Rare Single Gene Mutation,2,0,NA,1,FBgn0036964,FRG1,HGNC:3954,FRG1,14
9,FRK,fyn-related kinase,ENSG00000111816,6,"Rare Single Gene Mutation, Genetic Association",2,0,NA,3,FBgn0264959,Src42A,HGNC:3955,FRK,14
9,FRMPD4,FERM and PDZ domain containing 4,ENSG00000169933,X,"Rare Single Gene Mutation, Syndromic",NA,1,NA,7,FBgn0261859,CG42788,HGNC:29007,FRMPD4,10
9,FXN,frataxin,ENSG00000165060,9,Rare Single Gene Mutation,3,0,NA,1,FBgn0030092,fh,HGNC:3951,FXN,11
9,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,ENSG00000136928,9,"Rare Single Gene Mutation, Syndromic, Functional",2,1,NA,13,FBgn0027575,GABA-B-R2,HGNC:4507,GABBR2,14
9,GABRA3,"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",ENSG00000011677,X,Rare Single Gene Mutation,NA,1,NA,3,FBgn0030707,CG8916,HGNC:4077,GABRA3,9
9,GABRA3,"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",ENSG00000011677,X,Rare Single Gene Mutation,NA,1,NA,3,FBgn0001134,Grd,HGNC:4077,GABRA3,10
9,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",ENSG00000109158,4,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,8,FBgn0030707,CG8916,HGNC:4078,GABRA4,9
9,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",ENSG00000109158,4,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,8,FBgn0001134,Grd,HGNC:4078,GABRA4,10
9,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,ENSG00000145864,5,Rare Single Gene Mutation,1,0,0.3,3,FBgn0010240,Lcch3,HGNC:4082,GABRB2,13
9,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",ENSG00000166206,15,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,NA,44,FBgn0010240,Lcch3,HGNC:4083,GABRB3,12
9,GABRG3,gamma-aminobutyric acid type A receptor gamma3 subunit,ENSG00000182256,15,Genetic Association,2,0,NA,10,NA,NA,NA,NA,NA
9,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,ENSG00000164574,5,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0035375,Pgant6,HGNC:19873,GALNT10,15
9,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,ENSG00000164574,5,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0051956,Pgant4,HGNC:19873,GALNT10,12
9,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,ENSG00000144278,2,Rare Single Gene Mutation,2,0,NA,4,FBgn0031681,Pgant5,HGNC:23242,GALNT13,13
9,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,ENSG00000158089,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,NA,NA,NA,NA,NA
9,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,ENSG00000143641,1,"Rare Single Gene Mutation, Syndromic",NA,1,NA,3,FBgn0031530,Pgant2,HGNC:4124,GALNT2,15
9,GALNT8,polypeptide N-acetylgalactosaminyltransferase 8,ENSG00000130035,12,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,GATM,Glycine amidinotransferase (L-arginine:glycine amidinotransferase),ENSG00000171766,15,Syndromic,NA,1,NA,2,NA,NA,NA,NA,NA
9,GBE1,"1,4-alpha-glucan branching enzyme 1",ENSG00000114480,3,Rare Single Gene Mutation,2,0,NA,3,FBgn0053138,AGBE,HGNC:4180,GBE1,15
9,GDA,guanine deaminase,ENSG00000119125,9,"Rare Single Gene Mutation, Genetic Association",2,0,NA,2,FBgn0261436,DhpD,HGNC:4212,GDA,15
9,GFAP,glial fibrillary acidic protein,ENSG00000131095,17,Rare Single Gene Mutation,1,0,0.3,1,NA,NA,NA,NA,NA
9,GGNBP2,gametogenetin binding protein 2,ENSG00000278311,17,Rare Single Gene Mutation,2,0,NA,2,FBgn0037360,CG2182,HGNC:19357,GGNBP2,12
9,GIGYF1,GRB10 interacting GYF protein 1,ENSG00000146830,7,Rare Single Gene Mutation,1,0,17.25,14,FBgn0039936,Gyf,HGNC:9126,GIGYF1,8
9,GIGYF2,GRB10 interacting GYF protein 2,ENSG00000204120,2,Rare Single Gene Mutation,1,0,NA,8,FBgn0039936,Gyf,HGNC:11960,GIGYF2,8
9,GLIS1,GLIS family zinc finger 1,ENSG00000174332,1,"Rare Single Gene Mutation, Genetic Association",2,0,NA,3,NA,NA,NA,NA,NA
9,GLO1,glyoxalase I,ENSG00000124767,6,"Rare Single Gene Mutation, Genetic Association",2,0,NA,10,FBgn0283450,Glo1,HGNC:4323,GLO1,14
9,GLRA2,"glycine receptor, alpha 2",ENSG00000101958,X,"Rare Single Gene Mutation, Functional",2,0,NA,17,FBgn0024963,GluClalpha,HGNC:4327,GLRA2,10
9,GNAI1,G protein subunit alpha i1,ENSG00000127955,7,"Rare Single Gene Mutation, Syndromic",1,0,2.1,4,FBgn0001104,Galphai,HGNC:4384,GNAI1,14
9,GNAS,GNAS complex locus,ENSG00000087460,20,Rare Single Gene Mutation,2,0,NA,8,FBgn0001123,Galphas,HGNC:4392,GNAS,11
9,GNB1L,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",ENSG00000185838,22,"Rare Single Gene Mutation, Genetic Association",2,0,NA,2,FBgn0033653,CG13192,HGNC:4397,GNB1L,14
9,GNB2,G protein subunit beta 2,ENSG00000172354,7,"Rare Single Gene Mutation, Syndromic",NA,1,NA,4,FBgn0001105,Gbeta13F,HGNC:4398,GNB2,13
9,GPC4,glypican 4,ENSG00000076716,X,Rare Single Gene Mutation,2,0,NA,2,FBgn0041604,dlp,HGNC:4452,GPC4,14
9,GPC5,glypican 5,ENSG00000179399,13,Rare Single Gene Mutation,3,0,NA,7,FBgn0263930,dally,HGNC:4453,GPC5,13
9,GPC6,glypican 6,ENSG00000183098,13,"Rare Single Gene Mutation, Genetic Association",2,0,NA,8,FBgn0041604,dlp,HGNC:4454,GPC6,13
9,GPD2,glycerol-3-phosphate dehydrogenase 2,ENSG00000115159,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,FBgn0022160,Gpo1,HGNC:4456,GPD2,13
9,GPD2,glycerol-3-phosphate dehydrogenase 2,ENSG00000115159,2,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,FBgn0033190,Gpo2,HGNC:4456,GPD2,8
9,GPHN,Gephyrin,ENSG00000171723,14,Rare Single Gene Mutation,2,0,NA,8,FBgn0000316,cin,HGNC:15465,GPHN,14
9,GPR37,G protein-coupled receptor 37,ENSG00000170775,7,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,GPR85,G protein-coupled receptor 85,ENSG00000164604,7,"Rare Single Gene Mutation, Genetic Association",2,0,NA,5,NA,NA,NA,NA,NA
9,GRB10,growth factor receptor bound protein 10,ENSG00000106070,7,"Rare Single Gene Mutation, Functional",3,0,NA,11,NA,NA,NA,NA,NA
9,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,ENSG00000155511,5,"Rare Single Gene Mutation, Syndromic",2,0,NA,10,FBgn0004619,GluRIA,HGNC:4571,GRIA1,13
9,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,ENSG00000155511,5,"Rare Single Gene Mutation, Syndromic",2,0,NA,10,FBgn0264000,GluRIB,HGNC:4571,GRIA1,10
9,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,ENSG00000120251,4,Rare Single Gene Mutation,1,0,12,9,FBgn0004619,GluRIA,HGNC:4572,GRIA2,13
9,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,ENSG00000120251,4,Rare Single Gene Mutation,1,0,12,9,FBgn0264000,GluRIB,HGNC:4572,GRIA2,10
9,GAS2,Growth arrest-specific 2,ENSG00000148935,11,Genetic Association,2,0,NA,1,NA,NA,NA,NA,NA
9,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,ENSG00000125675,X,"Rare Single Gene Mutation, Syndromic, Functional",NA,1,NA,13,FBgn0004619,GluRIA,HGNC:4573,GRIA3,15
9,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,ENSG00000125675,X,"Rare Single Gene Mutation, Syndromic, Functional",NA,1,NA,13,FBgn0264000,GluRIB,HGNC:4573,GRIA3,11
9,GRID1,"Glutamate receptor, ionotropic, delta 1",ENSG00000182771,10,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,NA,NA,NA,NA,NA
9,GRID2,"glutamate receptor, ionotropic, delta 2",ENSG00000152208,4,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,NA,11,NA,NA,NA,NA,NA
9,GRID2IP,Grid2 interacting protein,ENSG00000215045,7,Rare Single Gene Mutation,2,0,NA,4,NA,NA,NA,NA,NA
9,GRIK2,glutamate ionotropic receptor kainate type subunit 2,ENSG00000164418,6,"Rare Single Gene Mutation, Genetic Association",2,0,NA,21,FBgn0038837,KaiR1D,HGNC:4580,GRIK2,9
9,GRIK3,glutamate ionotropic receptor kainate type subunit 3,ENSG00000163873,1,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,FBgn0038837,KaiR1D,HGNC:4581,GRIK3,8
9,GRIK4,"Glutamate receptor, ionotropic, kainate 4",ENSG00000149403,11,"Rare Single Gene Mutation, Functional",2,0,NA,5,NA,NA,NA,NA,NA
9,GRIK5,"Glutamate receptor, ionotropic, kainate 5",ENSG00000105737,19,Rare Single Gene Mutation,2,0,NA,9,NA,NA,NA,NA,NA
9,GRIN1,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",ENSG00000176884,9,"Rare Single Gene Mutation, Syndromic, Functional",1,0,NA,23,FBgn0010399,Nmdar1,HGNC:4584,GRIN1,14
9,GPX1,glutathione peroxidase 1,ENSG00000233276,3,Genetic Association,2,0,NA,5,NA,NA,NA,NA,NA
9,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",ENSG00000183454,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,3.6,54,FBgn0053513,Nmdar2,HGNC:4585,GRIN2A,11
9,GRIN2B,"glutamate receptor, inotropic, N-methyl D-apartate 2B",ENSG00000273079,12,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,29.65,71,FBgn0053513,Nmdar2,HGNC:4586,GRIN2B,12
9,GRIP1,glutamate receptor interacting protein 1,ENSG00000155974,12,Rare Single Gene Mutation,2,0,NA,13,FBgn0029830,Grip,HGNC:18708,GRIP1,9
9,GRK4,G protein-coupled receptor kinase 4,ENSG00000125388,4,"Rare Single Gene Mutation, Functional",2,0,NA,5,FBgn0261988,Gprk2,HGNC:4543,GRK4,12
9,GRM5,glutamate metabotropic receptor 5,ENSG00000168959,11,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,8,NA,NA,NA,NA,NA
9,GRM7,"Glutamate receptor, metabotropic 7",ENSG00000196277,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,16,NA,NA,NA,NA,NA
9,GSTM1,glutathione S-transferase M1,ENSG00000134184,1,Genetic Association,2,0,NA,3,NA,NA,NA,NA,NA
9,GTF2I,general transcription factor IIi,ENSG00000263001,7,"Rare Single Gene Mutation, Genetic Association",2,0,NA,6,NA,NA,NA,NA,NA
9,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,ENSG00000152402,11,"Rare Single Gene Mutation, Genetic Association",2,0,NA,2,FBgn0013972,Gycalpha99B,HGNC:4684,GUCY1A2,13
9,H1-4,"H1.4 linker histone, cluster member",ENSG00000168298,6,"Rare Single Gene Mutation, Syndromic",NA,1,NA,9,NA,NA,NA,NA,NA
9,H2BC11,H2B clustered histone 11,ENSG00000124635,6,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,H4C11,H4 clustered histone 11,ENSG00000197238,6,"Rare Single Gene Mutation, Syndromic",NA,1,NA,4,NA,NA,NA,NA,NA
9,H4C3,H4 clustered histone 3,ENSG00000197061,6,Syndromic,NA,1,NA,2,NA,NA,NA,NA,NA
9,H4C5,H4 clustered histone 5,ENSG00000276966,6,"Rare Single Gene Mutation, Syndromic",NA,1,NA,5,NA,NA,NA,NA,NA
9,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,ENSG00000085382,6,"Rare Single Gene Mutation, Syndromic",3,0,NA,7,NA,NA,NA,NA,NA
9,HCFC1,host cell factor C1,ENSG00000172534,X,"Rare Single Gene Mutation, Syndromic",NA,1,NA,11,FBgn0039904,Hcf,HGNC:4839,HCFC1,11
9,HCN1,Hyperpolarization activated cyclic nucleotide-gated potassium channel 1,ENSG00000164588,5,"Rare Single Gene Mutation, Genetic Association",NA,1,NA,11,NA,NA,NA,NA,NA
9,HDAC4,histone deacetylase 4,ENSG00000068024,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,NA,16,FBgn0041210,HDAC4,HGNC:14063,HDAC4,10
9,HDAC8,histone deacetylase 8,ENSG00000147099,X,"Rare Single Gene Mutation, Syndromic",NA,1,NA,9,NA,NA,NA,NA,NA
9,HDLBP,high density lipoprotein binding protein,ENSG00000115677,2,Rare Single Gene Mutation,1,0,1.25,5,FBgn0027835,Dp1,HGNC:4857,HDLBP,15
9,HECTD4,HECT domain E3 ubiquitin protein ligase 4,ENSG00000173064,12,Rare Single Gene Mutation,1,0,NA,8,NA,NA,NA,NA,NA
9,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",ENSG00000138411,2,"Rare Single Gene Mutation, Syndromic",2,0,NA,15,NA,NA,NA,NA,NA
9,HEPACAM,hepatic and glial cell adhesion molecule,ENSG00000165478,11,"Rare Single Gene Mutation, Syndromic, Functional",NA,1,NA,11,NA,NA,NA,NA,NA
9,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,ENSG00000103657,15,"Rare Single Gene Mutation, Syndromic, Functional",2,1,NA,11,NA,NA,NA,NA,NA
9,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,ENSG00000128731,15,Rare Single Gene Mutation,NA,1,NA,8,FBgn0031107,HERC2,HGNC:4868,HERC2,13
9,HIVEP2,HIVEP zinc finger 2,ENSG00000010818,6,"Rare Single Gene Mutation, Syndromic, Functional",1,1,NA,11,FBgn0003396,shn,HGNC:4921,HIVEP2,8
9,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3,ENSG00000127124,1,"Rare Single Gene Mutation, Genetic Association",2,0,NA,7,NA,NA,NA,NA,NA
9,HLA-A,"major histocompatibility complex, class I, A",ENSG00000206503,6,Genetic Association,2,0,NA,10,NA,NA,NA,NA,NA
9,HLA-B,"Major histocompatibility complex, class I, B",ENSG00000234745,6,Genetic Association,2,0,NA,5,NA,NA,NA,NA,NA
9,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",ENSG00000223865,6,"Rare Single Gene Mutation, Genetic Association",2,0,NA,2,NA,NA,NA,NA,NA
9,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",ENSG00000196126,6,Genetic Association,2,0,NA,11,NA,NA,NA,NA,NA
9,HNRNPD,heterogeneous nuclear ribonucleoprotein D,ENSG00000138668,4,Rare Single Gene Mutation,2,1,NA,4,FBgn0263396,sqd,HGNC:5036,HNRNPD,11
9,HNRNPF,heterogeneous nuclear ribonucleoprotein F,ENSG00000169813,10,Rare Single Gene Mutation,2,0,NA,3,FBgn0259139,glo,HGNC:5039,HNRNPF,8
9,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2,ENSG00000126945,X,"Rare Single Gene Mutation, Syndromic",1,0,NA,17,FBgn0259139,glo,HGNC:5042,HNRNPH2,9
9,HNRNPK,heterogeneous nuclear ribonucleoprotein K,ENSG00000165119,9,"Rare Single Gene Mutation, Syndromic",2,1,NA,11,FBgn0267791,HnRNP-K,HGNC:5044,HNRNPK,10
9,HNRNPR,heterogeneous nuclear ribonucleoprotein R,ENSG00000125944,1,Rare Single Gene Mutation,2,1,NA,5,FBgn0038826,Syp,HGNC:5047,HNRNPR,12
9,HNRNPU,heterogeneous nuclear ribonucleoprotein U,ENSG00000153187,1,"Rare Single Gene Mutation, Syndromic, Functional",1,1,NA,32,FBgn0050122,CG30122,HGNC:5048,HNRNPU,11
9,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,ENSG00000214753,11,Rare Single Gene Mutation,2,1,NA,4,FBgn0050122,CG30122,HGNC:25451,HNRNPUL2,8
9,HOMER1,Homer homolog 1 (Drosophila),ENSG00000152413,5,"Rare Single Gene Mutation, Functional",2,0,NA,6,FBgn0025777,homer,HGNC:17512,HOMER1,11
9,HOXA1,homeobox A1,ENSG00000105991,7,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,NA,15,NA,NA,NA,NA,NA
9,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,ENSG00000174775,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,NA,12,FBgn0003205,Ras85D,HGNC:5173,HRAS,12
